control_input	control_input.1	control_input.2	control_input.3	control_input.4	control_IP	control_IP.1	control_IP.2	control_IP.3	control_IP.4	treatment_input	treatment_input.1	treatment_input.2	treatment_input.3	treatment_input.4	treatment_IP	treatment_IP.1	treatment_IP.2	treatment_IP.3	treatment_IP.4
peak30961	0	10	83	3	0	0	89	187	15	13	0	9	37	5	0	0	68	219	16	16
peak30962	3	1	6	0	0	1	37	86	17	20	0	4	12	1	0	1	60	147	17	15
peak30963	0	1	12	1	0	0	65	145	19	14	0	10	13	3	0	0	96	207	87	27
peak30964	27	3	2	3	0	772	16	25	6	43	5	6	0	10	0	45	34	24	37	36
peak30965	0	0	0	0	0	19	0	1	0	0	19	0	0	0	0	640	0	0	0	0
peak30966	5	40	90	148	1	11	197	309	468	300	5	81	46	24	22	7	188	403	104	333
peak30967	1	98	189	399	1	8	211	286	1320	302	17	124	112	52	112	4	192	228	204	310
peak30968	2	116	270	127	0	19	291	640	436	275	0	75	34	17	129	4	355	512	100	267
peak30969	94	0	3	0	0	3253	15	16	12	11	15	0	1	2	0	327	15	18	47	9
peak30970	2	0	0	0	0	136	1	0	2	1	0	0	0	1	0	38	3	0	6	0
peak30971	5	0	0	0	0	150	1	4	6	1	17	0	0	1	0	587	0	7	17	1
peak30972	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	155	0	0	3	0
peak30973	0	0	0	0	0	38	2	2	2	2	19	0	0	1	0	907	1	1	93	0
peak30974	30	0	1	2	0	471	13	21	15	8	84	0	0	15	0	1248	21	27	254	9
peak30975	12	0	0	0	0	124	1	4	4	1	12	0	0	3	0	200	1	7	140	1
peak30976	14	0	1	0	0	107	2	9	13	11	9	0	0	10	1	264	4	5	248	1
peak30977	0	2	0	1	0	16	0	0	0	0	8	0	0	3	0	29	1	0	2	1
peak30978	13	0	0	0	0	290	1	1	9	3	32	0	0	2	0	730	2	11	120	1
peak30979	0	0	0	0	0	5	7	9	0	2	10	0	0	0	0	79	2	12	1	6
peak30980	1	0	0	1	0	10	0	2	0	1	10	0	0	0	0	88	1	4	11	1
peak30981	1	0	1	0	0	15	1	6	13	0	7	0	0	0	0	87	2	0	20	1
peak30982	1	18	43	88	0	7	49	55	39	60	6	32	45	37	0	5	75	89	9	49
peak30983	22	3	5	19	0	7	14	15	147	19	7	9	3	4	1	0	12	25	40	9
peak30984	26	48	77	141	1	74	315	438	1080	385	27	93	90	49	6	59	342	850	457	445
peak30985	36	24	58	195	0	31	78	93	485	137	64	65	49	112	19	20	77	225	413	108
peak30986	0	0	0	0	0	5	18	24	2	3	0	0	16	2	0	0	17	124	2	4
peak30987	0	7	1	51	0	0	15	8	123	192	0	0	1	3	0	0	8	14	16	161
peak30988	0	1	0	2	0	0	5	4	16	6	4	8	0	18	0	2	6	12	139	0
peak30989	0	0	0	0	0	0	2	0	6	0	0	1	0	3	0	0	1	0	59	0
peak30990	0	0	0	0	0	0	1	2	6	2	0	1	0	4	0	0	1	5	102	0
peak30991	0	2	2	2	1	0	2	2	6	10	0	11	0	14	0	0	6	6	130	11
peak30992	3	81	273	137	0	0	113	238	47	50	0	65	21	12	0	0	147	117	2	60
peak30993	142	144	382	376	582	414	993	1909	4241	543	16	238	65	376	74	42	1088	1630	3924	719
peak30994	20	24	72	61	3	8	216	411	249	87	5	48	10	18	20	0	281	336	62	120
peak30995	19	11	19	4	0	101	84	114	18	41	4	31	5	4	0	10	83	100	11	42
peak30996	15	11	22	4	1	71	106	174	33	42	4	23	2	2	0	0	113	155	4	28
peak30997	17	6	11	2	0	116	91	104	23	34	2	14	0	2	0	28	112	91	26	33
peak30998	13	11	18	9	0	86	72	117	73	31	1	38	5	4	0	11	77	99	49	34
peak30999	13	22	49	3	0	42	81	181	15	57	4	74	5	2	0	10	75	90	5	68
peak31000	21	13	37	5	0	14	53	78	5	25	2	45	3	4	0	8	73	52	5	22
peak31001	23	17	35	3	0	36	71	116	5	39	9	58	6	2	0	6	74	70	13	61
peak31002	22	9	17	10	0	11	29	42	69	13	6	30	8	7	1	5	27	134	149	27
peak31003	0	2	6	1	0	1	30	48	102	31	0	6	1	0	0	6	28	49	31	25
peak31004	0	0	1	0	0	0	92	84	9	4	0	8	45	1	0	0	121	408	18	1
peak31005	0	1	13	5	0	0	124	149	8	3	0	20	272	3	40	0	158	698	13	0
peak31006	1	15	56	15	49	0	548	621	47	5	0	75	1430	42	198	0	728	3064	181	3
peak31007	12	2	3	1	0	63	13	12	3	18	8	4	3	21	0	31	8	34	137	19
peak31008	3	39	71	15	256	0	65	93	65	50	2	37	26	10	44	3	72	68	50	54
peak31009	93	61	91	94	1	596	450	440	1288	545	40	89	37	25	24	167	448	1099	883	473
peak31010	4	73	143	94	0	13	95	167	48	140	1	161	66	33	23	8	87	108	14	147
peak31011	30	4	4	6	0	39	13	18	200	9	10	15	3	1	0	4	18	45	35	5
peak31012	16	5	8	21	0	5	3	7	81	8	6	13	12	3	0	0	8	20	11	9
peak31013	3	5	18	10	1	38	59	71	31	97	8	11	12	0	0	33	46	99	48	103
peak31014	13	4	2	7	0	102	7	27	34	33	6	2	1	1	0	33	20	36	15	30
peak31015	16	25	57	84	0	26	64	83	238	76	3	61	37	11	0	4	45	121	62	57
peak31016	28	28	42	91	85	37	94	97	312	87	11	46	44	28	26	12	93	129	99	101
peak31017	41	7	23	85	0	30	40	34	294	37	9	35	13	23	0	1	32	87	185	28
peak31018	29	9	17	49	0	12	41	42	162	35	16	34	16	10	7	0	38	69	68	26
peak31019	62	16	25	97	0	93	74	104	301	97	20	45	21	37	0	50	114	231	393	87
peak31020	1	0	0	0	0	18	0	0	1	3	0	0	0	0	0	56	0	0	2	0
peak31021	34	3	6	0	1	319	140	143	76	135	20	13	7	0	0	191	176	197	48	144
peak31022	17	121	258	105	0	11	421	653	769	256	7	221	159	21	98	5	496	647	76	363
peak31023	36	504	1124	678	273	3	701	1229	741	513	73	848	612	131	348	21	725	1272	82	659
peak31024	27	975	2179	2439	1653	14	368	693	811	383	41	1534	1213	1762	428	3	445	605	337	376
peak31025	6	0	0	1	0	131	0	0	8	2	28	0	0	2	0	342	5	5	101	4
peak31026	26	405	858	1478	562	87	1600	2324	2995	1368	68	1214	1228	2062	796	65	2222	3581	4135	1530
peak31027	3	153	292	370	640	4	156	308	114	132	5	400	373	139	277	0	221	479	49	163
peak31028	10	64	143	152	0	5	186	200	140	136	14	203	109	38	58	9	261	326	71	120
peak31029	7	40	92	60	0	1	131	140	223	97	8	185	67	8	37	15	172	223	77	108
peak31030	1	0	0	2	13	0	6	18	69	4	2	1	1	0	0	33	23	19	82	2
peak31031	1	3	5	0	0	4	30	44	15	48	0	4	1	8	0	0	40	38	328	45
peak31032	0	2	0	0	1	5	22	15	15	3	0	6	1	0	0	0	25	74	1	3
peak31033	0	17	18	6	0	0	83	116	20	20	0	71	16	1	19	0	105	168	8	18
peak31034	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	60	0	2	0	0
peak31035	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	56	0
peak31036	6	0	0	0	0	36	2	0	2	1	4	0	0	0	0	126	1	2	26	0
peak31037	0	0	1	1	0	0	0	1	4	1	0	0	0	3	0	0	0	0	99	3
peak31038	7	1	0	0	0	75	0	0	2	0	20	1	0	0	0	118	0	7	4	5
peak31039	7	0	0	0	0	118	0	1	28	0	5	0	0	1	0	85	7	8	18	0
peak31040	9	0	0	0	0	169	0	4	3	1	5	0	0	0	0	151	0	0	14	2
peak31041	3	0	0	0	0	247	1	0	22	2	31	0	2	0	0	630	4	21	28	4
peak31042	11	1	5	1	0	11	0	7	2	1	12	1	2	3	0	95	3	7	8	0
peak31043	8	7	15	26	0	12	30	28	291	43	7	18	6	5	0	5	32	79	125	7
peak31044	3	18	26	11	0	49	71	152	107	120	1	22	13	12	32	4	84	103	30	138
peak31045	9	4	4	2	0	96	69	110	90	56	12	7	1	1	0	32	70	127	85	100
peak31046	8	16	5	10	1	72	103	158	103	109	3	27	3	1	33	37	87	150	40	151
peak31047	0	44	71	90	0	4	73	117	248	88	5	82	76	13	0	0	73	119	26	70
peak31048	3	29	64	76	0	5	77	104	304	80	9	68	64	15	0	0	77	107	45	67
peak31049	18	23	59	110	0	82	112	181	563	124	26	88	69	24	31	54	140	301	121	159
peak31050	7	30	64	159	1	11	58	66	235	61	13	85	45	26	8	5	57	176	115	51
peak31051	4	92	158	204	0	2	73	84	198	69	34	151	99	43	25	1	67	87	53	64
peak31052	5	33	82	90	154	2	68	97	220	58	13	100	42	36	15	12	56	90	71	79
peak31053	3	7	7	25	117	6	10	19	181	8	5	28	8	9	15	11	30	28	60	21
peak31054	2	14	15	35	0	8	17	29	171	7	3	22	10	6	0	0	18	26	63	27
peak31055	17	26	45	84	0	14	80	137	341	45	16	48	50	33	0	18	119	224	282	62
peak31056	8	15	22	26	0	14	101	108	392	116	6	33	8	6	1	10	107	188	171	134
peak31057	9	20	41	59	0	175	166	199	654	246	23	51	17	27	0	62	171	221	604	261
peak31058	51	6	10	25	1	142	62	95	532	86	51	15	8	32	0	163	82	140	648	116
peak31059	48	23	19	78	1	78	60	80	587	54	89	53	23	70	0	79	53	96	423	90
peak31060	8	2	6	2	0	10	2	3	8	10	6	3	1	20	0	21	1	0	128	2
peak31061	5	3	25	14	0	15	39	77	81	52	1	22	8	9	0	0	69	108	84	54
peak31062	84	21	29	36	0	237	106	131	135	114	78	33	8	10	1	132	93	167	188	102
peak31063	6	19	28	36	0	0	56	78	72	57	8	16	15	5	1	0	82	112	21	82
peak31064	7	15	28	41	1	66	327	420	793	340	9	20	22	18	16	25	367	507	273	393
peak31065	10	31	71	79	0	49	197	238	687	271	8	67	30	14	32	70	171	418	366	261
peak31066	9	19	64	92	305	4	126	136	241	134	4	50	42	34	37	8	140	165	334	121
peak31067	2	30	61	101	0	22	163	308	886	306	3	34	34	54	32	5	269	490	742	285
peak31068	2	1	2	8	0	27	24	45	240	23	9	10	4	13	0	57	32	58	600	34
peak31069	3	21	58	71	643	6	182	189	474	130	8	39	38	18	41	6	264	245	199	144
peak31070	15	38	82	91	0	1	285	404	617	215	11	65	88	30	65	3	351	442	209	246
peak31071	44	86	102	157	0	45	409	533	1276	368	48	136	109	204	80	40	548	718	4217	392
peak31072	29	20	9	66	0	40	80	83	372	41	26	37	5	36	4	38	92	142	421	66
peak31073	32	7	17	43	233	84	78	79	311	56	56	27	6	15	0	29	103	246	448	67
peak31074	118	38	37	265	234	263	369	349	1954	236	158	117	32	125	91	143	413	838	1479	255
peak31075	86	43	58	257	5	212	613	771	1444	448	252	134	64	367	62	320	670	1032	1587	511
peak31076	58	8	13	29	29	40	4	7	162	4	21	24	7	53	0	0	10	7	236	4
peak31077	18	7	12	47	1	55	57	46	240	34	15	23	7	41	0	14	69	136	602	30
peak31078	36	4	2	29	0	84	9	4	274	2	24	5	1	9	0	40	22	36	409	5
peak31079	59	26	53	93	0	71	46	54	130	44	37	80	13	66	0	7	57	91	191	32
peak31080	76	16	29	18	0	45	25	24	157	18	29	42	6	29	0	18	22	16	197	15
peak31081	32	52	84	33	0	55	94	146	116	105	32	79	38	44	0	39	134	150	128	112
peak31082	87	11	21	45	170	155	51	60	399	26	63	22	13	15	15	82	62	116	304	32
peak31083	103	18	39	44	58	190	432	497	685	283	56	65	16	17	2	80	502	664	570	299
peak31084	40	3	4	5	0	161	9	28	27	21	17	3	1	1	0	72	15	49	24	19
peak31085	72	19	46	34	576	57	275	281	318	174	23	40	17	14	0	17	352	445	196	138
peak31086	48	0	3	2	0	37	17	25	113	9	11	6	0	1	0	19	26	23	88	8
peak31087	36	4	5	5	0	62	14	10	142	9	14	9	1	1	0	7	12	19	125	11
peak31088	29	2	5	14	0	74	21	14	164	11	31	7	1	11	0	8	10	39	113	12
peak31089	33	11	35	22	0	98	236	223	295	150	24	30	7	6	0	22	211	301	243	144
peak31090	267	23	35	45	2	665	355	341	1135	232	161	59	9	20	0	436	369	572	728	214
peak31091	45	0	5	5	1	41	30	24	168	19	19	4	0	4	0	29	35	52	134	4
peak31092	23	3	2	4	192	40	15	16	105	10	19	5	1	4	0	2	15	31	80	10
peak31093	105	3	1	11	0	90	25	23	80	6	36	9	3	5	9	15	32	19	19	7
peak31094	65	5	4	2	0	333	38	48	30	37	27	7	6	3	0	91	48	45	38	27
peak31095	39	3	5	6	0	218	31	53	9	48	26	20	5	5	0	29	38	65	5	51
peak31096	56	10	33	6	0	43	40	58	16	52	15	33	12	5	26	0	58	68	4	42
peak31097	49	30	43	20	0	60	59	83	20	45	35	75	14	12	0	15	74	144	32	62
peak31098	48	17	27	9	0	78	62	55	15	39	27	46	12	6	0	7	49	51	19	40
peak31099	2	1	1	1	0	11	9	8	24	6	34	2	0	8	0	48	9	16	160	10
peak31100	0	1	0	3	0	8	11	14	6	17	2	11	5	1	0	5	12	12	74	21
peak31101	0	1	2	0	0	38	12	9	19	10	11	5	1	3	0	65	7	26	147	19
peak31102	12	4	1	3	0	137	80	54	99	58	61	8	4	45	0	464	50	103	1468	57
peak31103	22	6	0	4	2	119	34	39	14	27	126	9	1	15	0	495	28	30	197	45
peak31104	10	11	18	21	0	32	55	110	264	64	27	26	26	17	0	113	73	159	391	47
peak31105	6	1	0	5	0	49	9	10	4	11	27	3	2	4	0	122	8	5	56	14
peak31106	14	2	2	6	0	87	12	12	17	22	36	4	0	6	0	370	18	14	200	20
peak31107	5	0	1	7	0	28	25	26	66	19	12	6	0	6	0	13	11	27	147	40
peak31108	2	2	2	2	0	36	119	139	98	95	50	17	25	24	0	331	171	479	2330	109
peak31109	1	0	0	1	0	29	15	13	28	11	23	1	4	4	0	284	32	120	298	16
peak31110	6	2	21	12	1	20	91	160	117	44	4	0	13	7	0	26	101	338	93	29
peak31111	0	0	7	11	0	21	61	158	213	19	0	0	4	4	0	27	73	256	108	26
peak31112	26	0	1	0	0	704	1	3	7	1	9	0	0	0	0	284	0	10	15	1
peak31113	9	7	22	5	0	70	43	121	102	66	0	0	0	0	0	1	63	57	5	67
peak31114	77	5	53	16	0	790	145	402	583	129	0	0	0	1	0	0	148	302	18	148
peak31115	6	1	7	6	0	41	14	42	66	24	0	1	0	0	0	0	18	49	0	16
peak31116	5	0	0	0	0	41	0	4	8	0	4	0	0	3	0	165	3	1	76	0
peak31117	4	6	10	10	0	23	24	43	63	26	11	4	3	26	0	17	24	27	86	33
peak31118	4	10	18	18	0	7	34	86	119	107	5	4	4	2	34	9	74	50	39	130
peak31119	43	6	1	6	0	129	31	25	235	65	3	0	0	2	0	11	35	42	16	59
peak31120	9	4	8	4	0	88	30	60	27	84	0	1	0	1	0	8	26	12	4	38
peak31121	15	3	4	5	0	95	19	13	6	19	1	1	0	0	0	4	33	16	4	24
peak31122	9	8	2	36	0	81	33	24	70	56	3	3	1	4	0	7	27	36	67	57
peak31123	4	4	19	29	139	13	57	110	198	90	2	11	10	16	0	8	103	135	154	118
peak31124	7	27	59	100	139	11	179	298	834	248	16	35	32	47	1	8	237	421	508	277
peak31125	26	0	4	5	0	212	85	102	990	44	22	4	1	6	0	346	141	153	491	33
peak31126	57	31	29	75	1	228	91	144	145	141	37	41	9	22	0	31	92	147	71	168
peak31127	10	6	8	38	0	5	20	21	33	9	8	9	3	43	0	11	19	23	106	21
peak31128	9	3	8	9	0	20	11	28	52	20	6	9	2	9	0	0	19	32	75	42
peak31129	47	32	74	88	0	111	41	69	376	52	20	47	69	23	0	25	60	80	217	44
peak31130	35	23	38	111	0	33	68	66	614	51	41	37	37	31	11	7	59	101	218	40
peak31131	283	46	80	329	730	3237	1470	1633	13168	1551	308	106	56	204	28	2647	1972	4387	20052	1351
peak31132	143	23	53	174	0	511	269	328	4997	243	194	54	59	286	10	738	361	615	7113	234
peak31133	3	1	0	5	0	18	13	2	64	7	3	2	1	3	0	0	10	25	113	14
peak31134	4	0	3	7	0	6	11	6	157	14	0	1	0	15	0	8	9	7	311	11
peak31135	0	11	15	41	0	0	54	84	108	124	1	4	3	15	0	1	47	46	59	119
peak31136	24	1	6	6	0	61	25	38	30	23	49	7	13	49	0	148	30	65	210	37
peak31137	21	18	18	33	599	197	181	242	2551	154	13	21	7	9	12	540	264	355	2037	187
peak31138	2	17	28	21	0	16	127	164	113	108	7	22	14	4	0	4	108	222	32	96
peak31139	25	62	85	39	0	138	571	669	1327	527	28	69	43	23	0	157	662	1014	925	547
peak31140	17	7	9	17	0	172	136	162	444	151	0	17	5	3	0	27	144	261	228	141
peak31141	3	16	21	8	0	8	71	97	28	66	0	39	16	2	28	0	71	113	0	79
peak31142	10	32	99	102	1	8	81	188	455	123	5	41	51	19	0	0	95	218	110	104
peak31143	13	56	115	96	170	15	85	127	132	92	7	76	53	18	0	0	103	172	12	108
peak31144	4	80	144	120	0	9	130	198	136	180	10	92	71	31	23	4	111	202	67	172
peak31145	59	142	231	173	147	379	870	1038	2402	875	36	196	153	40	116	157	957	1507	766	1078
peak31146	15	17	26	4	0	52	51	82	17	58	11	23	16	9	0	19	46	58	36	50
peak31147	5	9	11	4	0	10	85	110	27	41	1	13	2	1	0	11	70	99	15	68
peak31148	5	44	124	96	0	6	105	171	146	123	7	90	100	10	46	0	142	191	24	155
peak31149	4	28	58	70	0	4	138	160	188	108	13	36	39	10	0	16	144	210	43	122
peak31150	4	39	72	118	0	2	50	106	176	81	4	52	44	26	0	4	56	164	31	67
peak31151	5	60	105	160	1	15	325	457	661	336	16	78	106	30	0	11	388	644	223	421
peak31152	3	25	43	55	0	4	173	251	286	261	4	26	19	12	6	11	193	198	68	236
peak31153	0	11	22	9	0	1	36	55	70	61	1	16	6	2	0	3	50	71	22	46
peak31154	6	10	8	11	0	38	98	144	64	85	1	6	7	60	4	0	107	143	1176	68
peak31155	3	0	0	0	0	43	1	2	1	2	5	1	0	2	0	9	3	1	7	1
peak31156	17	82	117	141	1	30	305	475	634	330	14	105	64	27	127	62	399	522	157	387
peak31157	3	52	64	72	0	25	360	546	461	494	12	50	65	12	37	40	452	740	161	639
peak31158	1	0	0	2	0	0	1	0	10	3	2	1	0	1	0	4	0	0	88	4
peak31159	0	0	0	0	0	0	0	2	11	0	0	2	0	8	0	0	3	7	95	7
peak31160	0	0	0	3	0	0	0	0	17	0	0	0	0	6	0	7	2	0	166	1
peak31161	0	0	0	5	0	3	0	1	8	2	0	0	0	9	0	0	1	0	136	3
peak31162	6	2	3	15	0	11	16	17	110	46	11	9	2	82	0	15	18	15	1688	48
peak31163	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	0	3	58	0
peak31164	0	0	0	1	0	0	3	6	5	7	0	6	0	2	0	0	1	1	76	17
peak31165	0	1	3	8	0	14	13	17	79	52	10	1	2	36	0	42	12	25	827	42
peak31166	782	209	351	1070	476	5396	2632	2987	15931	2272	869	560	312	651	141	3754	2986	6620	25094	2273
peak31167	0	0	0	0	0	0	0	0	4	0	0	0	0	42	0	0	0	0	276	0
peak31168	0	0	0	0	0	0	0	0	2	0	0	0	0	6	0	0	0	0	157	0
peak31169	0	0	0	0	0	0	0	0	5	0	2	0	0	14	0	0	0	0	205	0
peak31170	0	0	0	1	0	0	0	1	9	0	0	0	0	12	0	0	0	0	318	0
peak31171	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	4	186	0
peak31172	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	72	0
peak31173	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	102	0
peak31174	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	54	0
peak31175	3	0	0	6	0	0	0	0	13	0	0	0	0	143	0	0	0	0	333	0
peak31176	0	0	0	0	0	0	0	0	4	0	0	0	0	58	0	3	0	0	255	0
peak31177	0	0	0	0	0	0	0	0	2	0	0	0	0	3	0	0	0	0	107	0
peak31178	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	0	0	0	90	0
peak31179	0	0	0	2	0	0	0	0	10	0	0	0	0	7	0	0	0	0	503	0
peak31180	0	0	0	0	0	0	0	1	29	0	0	0	0	5	0	5	0	0	1318	1
peak31181	0	0	0	0	0	0	0	1	3	0	3	0	0	0	0	0	0	0	84	0
peak31182	0	0	0	0	0	0	0	2	0	0	1	0	0	13	0	2	0	0	187	0
peak31183	4	0	0	9	0	6	0	0	76	2	97	0	0	374	0	28	0	0	3931	0
peak31184	3	0	2	11	0	14	5	0	51	1	45	0	0	698	0	52	3	8	2609	0
peak31185	2	1	4	14	0	11	18	26	116	4	60	1	1	448	0	40	15	16	4286	5
peak31186	1	0	0	0	0	5	0	0	0	1	25	0	0	26	0	232	0	0	116	0
peak31187	1	5	2	8	0	13	3	16	94	3	36	0	1	176	0	61	8	9	2436	6
peak31188	4	0	0	6	0	4	0	4	22	1	20	0	0	72	0	7	0	8	651	1
peak31189	4	1	2	15	0	28	0	19	54	2	64	0	0	194	0	107	4	20	1681	1
peak31190	0	3	2	13	0	0	4	3	15	2	26	0	1	163	0	1	11	8	373	7
peak31191	0	1	1	2	0	29	15	9	136	19	3	0	0	3	0	38	3	2	689	10
peak31192	57	15	17	81	0	21	28	15	514	13	82	59	20	54	11	26	22	69	258	13
peak31193	280	196	260	806	832	187	168	261	1714	119	450	583	410	747	202	129	261	520	2127	114
peak31194	291	195	244	368	1	162	149	220	124	113	950	683	736	1449	244	128	166	397	440	116
peak31195	7	14	7	31	0	27	52	49	128	49	1	23	21	32	0	4	56	112	637	36
peak31196	11	1	3	4	0	29	10	7	72	7	4	1	1	1	0	7	7	13	43	11
peak31197	6	3	3	12	0	13	4	7	104	4	0	2	3	3	0	2	12	3	81	12
peak31198	8	14	6	16	0	93	43	55	127	57	5	11	10	17	0	28	44	69	466	52
peak31199	20	3	5	18	0	169	27	36	178	24	8	0	2	8	0	6	16	24	289	25
peak31200	6	1	1	6	0	30	7	5	133	7	0	1	5	5	0	0	7	11	58	9
peak31201	1	3	1	0	0	2	15	12	4	15	0	17	10	5	0	7	35	99	70	11
peak31202	0	5	0	5	422	2	150	138	28	109	3	26	41	5	0	14	225	689	458	112
peak31203	0	4	0	2	0	8	129	105	25	92	5	20	19	4	0	27	188	546	215	71
peak31204	6	15	20	27	0	1	55	71	29	55	11	27	10	27	0	12	77	104	170	49
peak31205	1	2	2	15	0	8	4	7	25	4	4	8	4	7	0	0	3	7	63	13
peak31206	6	3	3	17	537	10	20	17	101	10	15	9	5	6	0	0	12	42	141	6
peak31207	6	3	1	19	0	10	22	27	112	21	14	9	4	12	0	9	26	48	139	30
peak31208	9	3	6	15	0	8	20	12	70	14	3	9	1	23	0	1	25	43	121	18
peak31209	9	5	21	30	0	18	45	46	67	37	13	21	16	22	21	0	54	49	148	25
peak31210	7	4	7	15	1	7	49	44	90	22	15	11	7	15	1	3	35	67	123	30
peak31211	12	2	4	16	0	32	22	25	138	22	16	18	5	19	0	3	20	57	286	18
peak31212	29	7	6	17	0	216	125	106	748	75	26	19	6	9	13	268	155	308	1277	90
peak31213	6	0	0	2	0	65	5	5	91	2	10	0	0	0	0	51	16	14	82	2
peak31214	12	1	0	6	0	23	46	37	107	26	4	3	0	1	0	32	48	57	96	37
peak31215	8	0	3	3	0	46	44	78	278	43	7	6	2	1	29	107	72	82	366	42
peak31216	22	0	6	6	0	97	95	72	211	62	20	6	3	6	0	192	92	143	338	40
peak31217	34	11	15	12	0	397	218	203	978	105	66	13	1	19	0	633	264	437	1566	138
peak31218	14	1	2	3	0	24	10	16	67	9	18	2	1	0	0	0	18	14	105	3
peak31219	7	2	4	4	0	95	11	24	28	13	9	10	0	2	0	19	11	21	55	5
peak31220	35	6	16	9	0	77	35	55	51	36	109	18	4	63	0	43	39	45	470	33
peak31221	21	10	13	10	0	15	49	58	138	43	10	18	2	4	0	13	69	61	156	62
peak31222	12	2	5	3	0	107	89	84	164	47	9	9	0	0	4	37	76	152	100	55
peak31223	3	13	10	80	2	14	9	21	78	21	10	20	10	67	26	6	12	27	145	21
peak31224	6	7	6	51	187	7	58	37	224	49	2	8	4	12	0	0	50	89	141	46
peak31225	35	9	14	27	2	203	109	85	1435	120	17	15	5	13	0	112	153	214	1137	124
peak31226	4	12	17	19	0	12	48	55	88	69	4	20	8	6	0	0	40	51	22	53
peak31227	1	1	6	2	0	0	4	1	3	7	1	7	0	2	0	0	4	4	64	1
peak31228	4	2	4	0	0	5	4	4	6	6	2	7	0	8	0	10	3	5	119	12
peak31229	14	2	1	4	0	131	25	31	533	27	9	8	1	6	0	60	33	46	489	29
peak31230	22	41	120	286	2	77	189	302	714	226	6	15	19	171	3	7	226	288	1342	218
peak31231	15	23	49	158	0	18	34	52	354	73	2	4	8	15	0	0	34	51	154	82
peak31232	2	1	3	8	0	12	10	8	415	10	0	0	0	1	0	0	11	7	63	8
peak31233	6	13	4	33	0	15	38	54	747	37	0	1	2	5	0	0	40	79	127	41
peak31234	16	30	57	93	1	38	151	332	807	175	0	4	8	10	44	0	165	235	159	222
peak31235	11	4	20	15	1	7	32	74	926	41	0	1	1	2	37	0	42	28	64	46
peak31236	7	0	1	1	0	88	1	3	1	0	0	0	0	3	0	29	2	0	32	1
peak31237	10	11	28	20	0	13	23	36	92	21	5	20	13	6	11	8	27	11	25	38
peak31238	21	20	21	11	0	52	51	64	40	51	12	21	8	0	0	19	58	71	19	72
peak31239	5	2	2	0	0	7	1	0	3	0	6	0	0	8	0	3	0	0	107	0
peak31240	7	5	8	5	0	19	5	7	11	8	0	15	3	7	0	10	5	10	77	16
peak31241	15	14	17	10	0	24	19	10	9	14	19	20	10	6	0	9	12	4	160	14
peak31242	4	11	11	9	0	0	6	20	17	14	0	8	1	27	0	0	21	23	60	11
peak31243	31	12	21	15	0	214	59	86	209	102	34	13	6	74	0	148	61	126	1591	100
peak31244	16	19	22	13	0	17	13	28	30	21	11	27	7	5	0	26	14	10	86	23
peak31245	14	19	32	21	0	58	64	92	58	109	15	39	7	10	0	30	65	114	36	91
peak31246	23	9	12	4	0	41	19	46	21	27	16	12	2	3	0	14	12	12	29	41
peak31247	25	18	16	19	0	99	60	48	123	83	27	19	8	1	0	34	48	74	183	80
peak31248	60	3	7	10	0	163	38	54	83	49	42	13	3	1	0	94	29	54	109	49
peak31249	45	3	13	10	0	142	21	40	78	19	19	2	0	2	0	50	27	35	72	28
peak31250	40	1	6	9	0	183	50	66	114	82	31	5	2	2	8	86	51	96	101	88
peak31251	2	13	8	9	1	7	12	20	22	33	1	4	3	5	0	4	10	13	85	26
peak31252	86	34	55	60	0	255	75	121	166	107	54	58	26	24	0	64	71	89	805	146
peak31253	39	2	4	17	0	66	10	16	102	22	11	3	0	0	0	66	10	22	194	20
peak31254	84	9	19	23	0	173	33	36	134	43	34	24	4	5	0	59	33	44	138	56
peak31255	139	23	39	54	1	356	84	101	223	121	70	71	8	11	0	126	58	135	342	84
peak31256	95	9	21	41	0	210	44	54	134	47	50	31	5	7	0	79	34	42	154	56
peak31257	77	13	25	16	1	242	28	25	102	34	22	31	10	13	0	114	32	47	70	37
peak31258	128	23	16	41	0	273	59	42	257	52	70	50	10	18	0	135	52	57	212	64
peak31259	49	8	9	11	0	126	24	21	129	21	25	5	2	1	0	66	18	14	122	22
peak31260	99	22	28	53	0	366	132	170	678	153	59	19	7	18	0	156	112	153	853	165
peak31261	284	52	82	173	1	1053	324	381	1356	425	149	101	38	80	49	630	304	528	2813	458
peak31262	34	10	13	32	0	55	24	17	114	29	27	18	3	29	0	27	16	18	158	31
peak31263	26	2	8	23	0	37	12	16	81	14	13	7	2	9	0	21	11	20	39	17
peak31264	134	11	17	81	0	151	62	65	568	96	70	28	11	25	0	58	82	114	284	78
peak31265	53	25	7	57	0	34	27	37	250	29	37	37	6	10	0	17	27	33	245	28
